,text,sentiment
3512,"@Apple [#Apple] #Inc. is Catching up on #iPhone6 Supply, #But Still Lagging Demand. (#Monday, 8 #December) http://t.co/9QpCt7zirF",0
3513,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/VNvaZcNEMP",0
3514,#AAPL:In Their Own Words: Investor Robin Chan Talks About Xiaomi's Lei Jun...http://t.co/kwkPByJ4p7,0
3515,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/hXhnN8og6K",0
3516,"So here's the deal, I'm taking this phone and beating the shit out of it. Fuck you @AppStore @Apple whatever your damn twitter is, Fuck You",-1
3517,My iPhones working without a SIM card on 3G (not on wifi) #wtf @apple,0
3518,"iPhones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. If it's too hot, it shuts down as well SMFH @Apple",-1
3520,but when is @apple gonna let me italicize,0
3521,#xcode #AAPL - source kit crash in swift - getting annoying now.,-1
3523,@Tyniaaaa_  FUCK @JColeNC  and @apple,-1
3524,Worst thing I ever did was update the software on my computer. This update is trash @apple,-1
3525,@SimplyYours_Joh @Tyniaaaa_ @JColeNC @Apple  yeah,1
3526,@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple I told him that but he's crazy,0
3527,@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple did the link bring you back to the Pre ordered thing,0
3528,"#Meet #Elevate, @Apple [#Apple]'s Pick For Best #iPhone App Of the #Year. (#Monday, 8 #December) http://t.co/ouS5IygQ1k",0
3529,@Apple now is your chance with Apple TV.  #Verizon #FIOS is going downhill fast.  They are now using crappy plastic STBs with no displays!,0
3530,@ScarFaceSheed_ @JColeNC @Apple he ain't steal it apple did,0
3532,I'm not playing no games @JColeNC @Apple https://t.co/bu9uX2zR8J,0
3533,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,-1
3534,RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,-1
3536,@Apple my phone just died at 5% and I feel betrayed.,-1
3537,"A for @Apple 
A for @adnantariqbajwa
A for @air_mun http://t.co/NguX60BCr1",0
3539,Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg,-1
3540,"i need new emojis , preferably some brown people an shxt like that @apple",0
3542,@Apple make the settings page less horrific,0
3543,Hey @Apple what the hell is this hahaha http://t.co/r1Uspl8dHn,-1
3544,I wish phones had an infinite amount of storage @apple you need to do something about that,0
3545,"My spellcheck makes me wanna stab somebody, that isn't the fuckin word I wanted to use @apple",-1
3546,I'm learning all about Apple Store at @Influenster! @Apple http://t.co/5h0uQyYpXO,0
3547,"@Apple YH News China reminds Apple on need to support privacy, security in its products: Apple can have access...  http://t.co/hNuWafq0sI",-1
3548,@angelicaxpham does it look like i fucking have 12 days @apple,-1
3549,"#AAPL:Apple Inc., International Business Machines Corp., Exxon Mobil Corpora...http://t.co/0XWPHhpA6C",0
3550,@TeamCavuto @JustinRaimondo @Apple it's you,0
3551,Yosemite is dope except for that one glitch that moves the message window all over the place.  @apple,0
3552,@LaurelCatherine @Apple @GotNewsDotCom that proves nothing..,0
3553,"Where are they going with this? Come on, @Apple http://t.co/R014Nwlml5",0
3554,@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE,-1
3555,Losing Two-Factor Recovery Key Could Permanently Lock Apple ID http://t.co/nIAGAIrtiB #AAPL,0
3557,Great @apple my phone number is so accurate http://t.co/vI4USr1tvy,1
3558,@apple thanks for making the shittiest chargers,-1
3559,The hell does this mean @apple one day Skype won't let me login now I can't even open the app http://t.co/SegFVq5Mzx,-1
3560,@Mzhoov @BionicBombshell They got a nigga in a turban. Why cant we have a sista in a headscarf @Apple?!,0
3561,"Apple: $113 matches 8% increase in earnings. 2014Q3 EPS=$1.42 in  #IOS App Donkey Stocks on your #iPhone. #AAPL
https://t.co/8CBUgrEHZS",0
3562,"@Mzhoov @BionicBombshell Be warned @Apple: If Consuela gets a quincenera emoji, Tasha BETTER get a juke session emoji!",0
3563,@Mzhoov @BionicBombshell Damnit @Apple I. Want. Footwork!,0
3564,These Damn @Apple Commercials Are Getting Worse and Worse,-1
3566,"No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",-1
3567,@LydiasLyfe @BionicBombshell @Apple Apple better get to working,0
3568,#AAPL:In Their Own Words: Baidu's Robin Li On Xiaomi Founder Lei Jun's 'Guts...http://t.co/1lhPbkTPpF,0
3569,"Last plaintiff in iTunes antitrust lawsuit disqualified, but the show must ... - http://t.co/RzMEx5JOM5 #AAPL #Apple #MariannaRosen",0
3571,Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail,-1
3572,"Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota",0
3573,Danger* but ok @Apple wanna fuck with me,-1
3574,"RT @WildJazie: Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota",0
3575,my iphone6 plus is impossible to hold without a cover it slides out if my hand #apple #iphone @apple,-1
3576,Just used Apple Pay for the first time thanks @apple,1
3577,@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!,-1
3580,um where's the mango emoji @apple,0
3581,RT @baImains: um where's the mango emoji @apple,0
3585,@Apple Is Already Building Its Next Massive Business And No One Seems To Have Noticed http://t.co/ff3D820nFT,0
3586,"What Every Young #Designer Should Know, From Legendary @Apple Designer Susan Kare
http://t.co/7vqhjJ7BWC http://t.co/NHthTHaG3g",0
3587,@apple should really invest in terabyte storage,0
3588,Best apps 2014 it seems. What's wrong with @apple? http://t.co/fhdU46pFZh,-1
3589,"There is no @Apple presales in India. Their toll free keeps ringing. O yes, either you need it or you don't need! Why ask anything?",0
3591,@Apple announces its top apps of 2014. Did your favourite app make the list? (via @mashable) #AppStore2014 http://t.co/rAaX3Wp3q2,0
3592,@Coachella to have @Apple #iBeacon technology,0
3593,@windows How can #Microsoft compete with @Apple if  they are so slow in giving most demanded data toggler shortcut #BigDreamsButSmallAct,1
3594,"BREAKING $AAPL 'buy' reiterated,  target set to $143 by Cantor $AAPL Brief explanation here:  https://t.co/up6MHIcXJ4 #AAPL",0
3595,"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple",-1
3596,.@Apple says security measures have cut phone theft by nearly 40 percent (in some places) http://t.co/W29uk41Md5,0
3597,Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP,0
3598,A Orwellian vision of the world once @Apple Pay takes over by @Chris_Skinner http://t.co/oEdBHAki1Z,0
3599,RT @Amdocs: Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP,0
3600,How is my battery already 83% within 15 minutes of usage. Fix up @apple,-1
3601,It'd be real cute if I could sync music to my phone @apple @god :-),0
3602,#AAPL:'Fast Money' Recap: Will Oil Companies Start Cutting Their Dividends?...http://t.co/6dEQ9drYwQ,0
3603,#AAPL:PM Abe says Apple to build big R&amp;D center in Japan: media...http://t.co/DeavV9AYMk,1
3604,@ohaiigloria @hahahamark @apple explain yourselves,-1
3605,"PM Abe says Apple to build big R&amp;D center in Japan: media $AAPL #aapl
http://t.co/xhZ1SRhB0U",0
3606,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/s38mbqkChT",1
3607,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
Amazon
@apple
WoW Facts... http://t.co/9BPay5nh8G",1
3608,@Apple iSchool? http://t.co/Wh7sh5uDov #education @applenws,0
3609,@VentureBeat @obrien .@Apple First to own 2600 digital lang. IP is NEW leader of the Internet /games .@samsung #games http://t.co/yfWxG1FdPA,0
3610,@apple#ipad #irig  For the price to connect my guitar I could buy a real amp loud enough to perform! #ripoff,-1
3612,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/xXSdVqBdbI",1
3613,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/eXfvnpDEYX",1
3614,MFN is not just about international trade. It's the key issue in @apple's #ebook appellate case says @rparloff. http://t.co/nrhCcuPfk6,0
3615,"Apple Plans to Launch iPhone 6 Mini Version in 2015 $AAPL #aapl
http://t.co/BPlf0dCyvK",0
3616,#CNBC   how does that fat finger on #AAPL look NOW!  #@BobPisani only a few days later,0
3617,YES I LOVE WHEN NONE OF MY STUFF WORKS THANK YOU @APPLE,-1
3618,real quick shout out to @apple for your technology never working,-1
3619,"Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To Invest It $AAPL #aapl
http://t.co/OLEVFjA8HP",0
3620,"Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW",0
3621,i need to take that ride/drive to the FL Mall today so i can schedule an appt. at @Apple for my mac daddy,0
3622,"How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0
3625,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0
3627,"Apple's first patent reassignment from PrimeSense buy hints at 3D mapping on Apple TV, iPhone $AAPL #aapl
http://t.co/2n2KjtmU2g",0
3628,The new @Apple iPad Air 2: Change. http://t.co/90CNf5S654,0
3630,Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,-1
3631,"Apple antitrust hearing will continue despite every plaintiff being disqualified $AAPL #aapl
http://t.co/SwG5FGUYU3",0
3632,"Dear @apple - sometimes when I write 'gave' it means I want the word 'gave', not the word 'have. It's not a typo.",-1
3633,"Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0
3634,"Apple Stores recruiting fashion/luxury experts ahead of Apple Watch debut $AAPL #aapl
http://t.co/AD9wcBYfRa",0
3635,Apple Inc. Hires More Fashion Pros Before 'iWatch' Launch http://t.co/VihmcUKj3J #AAPL,0
3636,"See Which 11 Guru Fund Managers Hold Apple $AAPL #aapl
http://t.co/NDlLVROPDb",0
3637,"Considering the ads in my FB feed + #facebook privacy changes I think @Apple 's Tim Cook was spot on, how about you? http://t.co/Pm5CVHGpGT",0
3638,Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx,-1
3640,"Translate Your App! Success story from TAUS member @smartling - go global with @Apple, @Tesla, @GoPro http://t.co/TgZJhMNlS6",0
3641,"Translate Your App! Success story from TAUS member @smartling - go global with @Apple, @Tesla, @GoPro http://t.co/SfeAP0AP33",0
3642,"Sales Of The iPhone 6 Plus Have Settled A Long-Running Argument About Apple And Smartphones $AAPL #aapl
http://t.co/4oaDjSZwg9",0
3643,Just did my first transaction with @Apple Pay using my @Chase card. Very neat.,1
3644,Apple's Siri now partnered with Yahoo? -- watch out Google #AAPL #YHOO #GOOG http://t.co/58ranVcqGX,0
3645,#aapl traders? chart looks weaker than I'd like. already below 20 sma. momentum drop. Could sell off drag price to its 50 sma? #stockmarket,0
3646,Why @Apple Won't Be A Trillion Dollar Company According To Billionaire #VC @JimBreyer http://t.co/3qakpK0KJu  @businessinsider @applenws,0
3647,Certified by @Zebra.  Partnered with @Apple Business.  Collaborated with @SAP.  Now... http://t.co/02MVhmiOLn,0
3648,The Boom 2 equaliser app for iMac is sooooo sick!!! Blow the roof off! Also thank you @Apple for my free hard drive replacemrnt! #cosumerlaw,1
3649,"My actual Stock Market positions are starting to show some profits: Long #TVIX, #CrudeOil, Short #Aapl at 116 $ and #NASDAQ",1
3651,Finally! Brooklyn Is Getting Its Own #Apple Store #aapl http://t.co/IpjMgjGQw5 http://t.co/Ow2BSRLbAx,1
3652,"Brooklyn finally getting an #Apple Store, expected to open in April 2015 - http://t.co/ceZsxzL7SS #AAPL #DiscussBrooklyn",0
3653,@Apple to Open New Research Site in Japan - WSJ #aapl http://t.co/uy5ssKxIaC,1
3654,It looks like I have a software update saved in my storage on my IPhone. Can I delete this or do I need it? @Apple #Applesupport,0
3655,Why @Apple don't got layaway lol I need an iMac man,0
3656,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/e1SAonnElg",0
3657,@TeamCavuto @CaliCard1 @Apple It's not handled well but folks like myself do not think Eric Garner's death should simply go away.,0
3658,It's official: #Williamsburg is no longer hip anymore. http://t.co/YqM55v8SBD @Apple,-1
3659,@Apple reveals its Best of 2014 app list- Elevate and Threes! top the list http://t.co/mihPqPozLt via @Techland,0
3660,"RT @SFBJNews: Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0
3661,"The Best #iPhone Apps Of The Year, According To @Apple  http://t.co/fp7Dlo85iP",0
3662,"Apple Planning New Retail Store in Williamsburg, Brooklyn [Mac Blog] http://t.co/XIW4JKns7z #AAPL",0
3665,Short Menu 3.1 now live in the @apple #appstore. @floschliep,0
3667,"@Apple seems to be nailing it with @applepay, building on their success &amp; brand http://t.co/za9T4z6xRN #AppleID #NoMorePaywords",1
3668,"@Apple seems to be nailing it with @applepay, building on their success &amp; brand https://t.co/swWzgA5o11 #AppleID #NoMorePaywords",1
3669,"Report: Apple's Hiring Fashionistas To Help Flog Its Watch  $AAPL #aapl
http://t.co/uFZCW60Ocr",0
3670,Design-driven companies like @Apple and @Coca-Cola have outperformed the S&amp;P 500 by 228% over the past 10 years. http://t.co/Ho3yn3gU8F,1
3671,"APPLE Intraday Comments - Updated RANGE'  - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",0
3672,"$AAPL as expected, some users still like small screens, iPhone 6 mini reportedly on its way #AAPL http://t.co/QDj4eBlP6H",0
3673,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/3jdrjlbYm3",0
3674,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/3jdrjlbYm3",0
3675,#AAPL:10 Best and Coolest Tech Gadgets for the 2014 Holiday Season...http://t.co/TeEYOCBb4l,0
3676,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/3jdrjlbYm3",0
3677,.@Samsungtweets claims tht its open access devpt platform goes beyond either @Apple HealthKit or @GoogleFit http://t.co/5iZsQ1VVFL,0
3678,The #AppleWatch And Its $11 Billion Impact On Earnings In One Year #AAPL http://t.co/OUZBVanyRh,0
3679,That moment when you're typing a tweet and the official @Twitter client on your @Apple #iPad 1 CRASHES. &gt;:(,-1
3680,Apple Inc. is doomed. $AAPL dropped by 1.11%! Currently priced at 111.155. http://t.co/K6PKMj3Sbf #AAPL,-1
3681,#AAPL:Finally! Brooklyn Is Getting Its Own Apple Store...http://t.co/PZfyXGxWcd,1
3682,"@Apple building massive new #R&amp;D center in Japan, says its prime minister http://t.co/lbEkdP2cKv",0
3683,"China reminds Apple on need to support privacy, security in its products $AAPL #aapl
http://t.co/5ABnwWVQxh",0
3684,"Apple Opening Advanced R&amp;D Center in Yokohama, Japan http://t.co/RGTBpPywqJ #AAPL",0
3685,Major News Outlets Seek Permission to Share Steve Jobs' iPod Lawsuit Deposition Video http://t.co/K1o0qEEVZL #AAPL,0
3686,IN YOUR FACE @apple,-1
3687,"@apple one of my iPhone 5 speakers just stopped working, that's not cool..send me the iPhone 6 and I will forgive you",-1
3688,.@Apple Store is coming to Brooklyn http://t.co/sD7pb4OUcB,0
3689,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/b6PEb5edKq",0
3690,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/b6PEb5edKq",0
3691,4-inch #iPhone6: Five Reasons #Apple Won't Make It - Forbes #aapl http://t.co/RsGPtWRaEZ,-1
3693,"Apple Adds New Apple TV Channels for UFC, The Scene, Fusion, and Dailymotion http://t.co/6ch8upBX49 #AAPL",0
